timestamp,id,complete,frame_count,rec_00,rec_01,rec_02,rec_03,rec_04,rec_05,rec_06,rec_07,rec_08,rec_09,rec_0A,rec_0B,rec_0C,rec_FF
2026-08-04T16:53:46.405881+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13490000000000,00008828000000,00000000000000,003F000002A100,00000000000000,270FDD360E0000,50322710148206,010500F700000B,00000000000000,00000000000000
2026-08-04T16:53:46.653612+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13F80000000000,000087B2000000,00000000000000,003F000002A300,00000000000000,270FDD36CB0000,50322710148206,010600F700000B,00000000000000,00000000000000
2026-08-04T16:53:46.902292+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13F80000000000,000087B2000000,00000000000000,003F000002A300,00000000000000,270FDD36CB0000,50322710148206,010600F700000B,00000000000000,00000000000000
2026-08-04T16:53:47.150270+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13F80000000000,000087B2000000,00000000000000,003F000002A300,00000000000000,270FDD36CB0000,50322710148206,010600F700000B,00000000000000,00000000000000
2026-08-04T16:53:47.398704+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13F80000000000,000087B2000000,00000000000000,003F000002A300,00000000000000,270FDD36CB0000,50322710148206,010600F700000B,00000000000000,00000000000000
2026-08-04T16:53:47.646438+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F2000000,00000000000000,003F0000028F00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:47.895151+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F2000000,00000000000000,003F0000028F00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:48.142851+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F2000000,00000000000000,003F0000028F00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:48.391531+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F2000000,00000000000000,003F0000028F00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:48.639259+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087E9000000,00000000000000,003F000002B700,00000000000000,270FDD36B00000,50322710148206,010200F700000B,00000000000000,00000000000000
2026-08-04T16:53:48.887945+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087E9000000,00000000000000,003F000002B700,00000000000000,270FDD36B00000,50322710148206,010200F700000B,00000000000000,00000000000000
2026-08-04T16:53:49.135669+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087E9000000,00000000000000,003F000002B700,00000000000000,270FDD36B00000,50322710148206,010200F700000B,00000000000000,00000000000000
2026-08-04T16:53:49.384360+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087E9000000,00000000000000,003F000002B700,00000000000000,270FDD36B00000,50322710148206,010200F700000B,00000000000000,00000000000000
2026-08-04T16:53:49.632087+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087E0000000,00000000000000,003F000002B000,00000000000000,270FDD36290000,50322710148206,010500F700000B,00000000000000,00000000000000
2026-08-04T16:53:49.880776+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087E0000000,00000000000000,003F000002B000,00000000000000,270FDD36290000,50322710148206,010500F700000B,00000000000000,00000000000000
2026-08-04T16:53:50.128524+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087E0000000,00000000000000,003F000002B000,00000000000000,270FDD36290000,50322710148206,010500F700000B,00000000000000,00000000000000
2026-08-04T16:53:50.377183+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087E0000000,00000000000000,003F000002B000,00000000000000,270FDD36290000,50322710148206,010500F700000B,00000000000000,00000000000000
2026-08-04T16:53:50.624927+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087FE000000,00000000000000,003F0000027E00,00000000000000,270FDD36950000,50322710148206,010600F800000B,00000000000000,00000000000000
2026-08-04T16:53:50.873597+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087FE000000,00000000000000,003F0000027E00,00000000000000,270FDD36950000,50322710148206,010600F800000B,00000000000000,00000000000000
2026-08-04T16:53:51.121322+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087FE000000,00000000000000,003F0000027E00,00000000000000,270FDD36950000,50322710148206,010600F800000B,00000000000000,00000000000000
2026-08-04T16:53:51.370012+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087FE000000,00000000000000,003F0000027E00,00000000000000,270FDD36950000,50322710148206,010600F800000B,00000000000000,00000000000000
2026-08-04T16:53:51.617741+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,137B0000000000,00008801000000,00000000000000,003F0000025500,00000000000000,270FDD365F0000,50322710148206,010700F700000B,00000000000000,00000000000000
2026-08-04T16:53:51.866428+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,137B0000000000,00008801000000,00000000000000,003F0000025500,00000000000000,270FDD365F0000,50322710148206,010700F700000B,00000000000000,00000000000000
2026-08-04T16:53:52.114191+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,137B0000000000,00008801000000,00000000000000,003F0000025500,00000000000000,270FDD365F0000,50322710148206,010700F700000B,00000000000000,00000000000000
2026-08-04T16:53:52.362841+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,137B0000000000,00008801000000,00000000000000,003F0000025500,00000000000000,270FDD365F0000,50322710148206,010700F700000B,00000000000000,00000000000000
2026-08-04T16:53:52.610568+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E510000000000,00008825000000,00000000000000,003F0000023A00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:52.859257+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E510000000000,00008825000000,00000000000000,003F0000023A00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:53.106980+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E510000000000,00008825000000,00000000000000,003F0000023A00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:53.355668+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E510000000000,00008825000000,00000000000000,003F0000023A00,00000000000000,270FDD36B00000,50322710148206,010A00F700000B,00000000000000,00000000000000
2026-08-04T16:53:53.603394+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000883D000000,00000000000000,003F0000026D00,00000000000000,270FDD36B00000,50322710148206,011000F700000B,00000000000000,00000000000000
2026-08-04T16:53:53.852085+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000883D000000,00000000000000,003F0000026D00,00000000000000,270FDD36B00000,50322710148206,011000F700000B,00000000000000,00000000000000
2026-08-04T16:53:54.099822+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000883D000000,00000000000000,003F0000026D00,00000000000000,270FDD36B00000,50322710148206,011000F700000B,00000000000000,00000000000000
2026-08-04T16:53:54.348515+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000883D000000,00000000000000,003F0000026D00,00000000000000,270FDD36B00000,50322710148206,011000F700000B,00000000000000,00000000000000
2026-08-04T16:53:54.596249+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087C9000000,00000000000000,003F0000028B00,00000000000000,270FDD36CB0000,50322710148206,010900F800000B,00000000000000,00000000000000
2026-08-04T16:53:54.844921+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087C9000000,00000000000000,003F0000028B00,00000000000000,270FDD36CB0000,50322710148206,010900F800000B,00000000000000,00000000000000
2026-08-04T16:53:55.092647+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087C9000000,00000000000000,003F0000028B00,00000000000000,270FDD36CB0000,50322710148206,010900F800000B,00000000000000,00000000000000
2026-08-04T16:53:55.341337+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087C9000000,00000000000000,003F0000028B00,00000000000000,270FDD36CB0000,50322710148206,010900F800000B,00000000000000,00000000000000
2026-08-04T16:53:55.589064+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F8000000,00000000000000,003F0000029800,00000000000000,270FDD36CB0000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:53:55.837763+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F8000000,00000000000000,003F0000029800,00000000000000,270FDD36CB0000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:53:56.085479+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F8000000,00000000000000,003F0000029800,00000000000000,270FDD36CB0000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:53:56.334168+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F8000000,00000000000000,003F0000029800,00000000000000,270FDD36CB0000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:53:56.581910+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087BF000000,00000000000000,003F000002A000,00000000000000,270FDD36CB0000,50322710148206,011000F800000B,00000000000000,00000000000000
2026-08-04T16:53:56.830581+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087BF000000,00000000000000,003F000002A000,00000000000000,270FDD36CB0000,50322710148206,011000F800000B,00000000000000,00000000000000
2026-08-04T16:53:57.078305+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087BF000000,00000000000000,003F000002A000,00000000000000,270FDD36CB0000,50322710148206,011000F800000B,00000000000000,00000000000000
2026-08-04T16:53:57.326994+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,000087BF000000,00000000000000,003F000002A000,00000000000000,270FDD36CB0000,50322710148206,011000F800000B,00000000000000,00000000000000
2026-08-04T16:53:57.574723+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F9000000,00000000000000,003F000002C400,00000000000000,270FDD36CB0000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:57.823417+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F9000000,00000000000000,003F000002C400,00000000000000,270FDD36CB0000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:58.071142+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F9000000,00000000000000,003F000002C400,00000000000000,270FDD36CB0000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:58.319826+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,000087F9000000,00000000000000,003F000002C400,00000000000000,270FDD36CB0000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:58.567559+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E1F0000000000,000087D4000000,00000000000000,003F000002A500,00000000000000,270FDD36440000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:58.816240+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E1F0000000000,000087D4000000,00000000000000,003F000002A500,00000000000000,270FDD36440000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:59.063971+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E1F0000000000,000087D4000000,00000000000000,003F000002A500,00000000000000,270FDD36440000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:59.312662+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E1F0000000000,000087D4000000,00000000000000,003F000002A500,00000000000000,270FDD36440000,50322710148206,010A00F800000B,00000000000000,00000000000000
2026-08-04T16:53:59.560384+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F0000000,00000000000000,003F0000028B00,00000000000000,270FDD36440000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:53:59.809079+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F0000000,00000000000000,003F0000028B00,00000000000000,270FDD36440000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:00.056828+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F0000000,00000000000000,003F0000028B00,00000000000000,270FDD36440000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:00.305492+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,000087F0000000,00000000000000,003F0000028B00,00000000000000,270FDD36440000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:00.553245+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12FE0000000000,00008864000000,00000000000000,003F000002C300,00000000000000,270FDD36950000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:00.801913+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12FE0000000000,00008864000000,00000000000000,003F000002C300,00000000000000,270FDD36950000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:01.049643+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12FE0000000000,00008864000000,00000000000000,003F000002C300,00000000000000,270FDD36950000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:01.298333+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12FE0000000000,00008864000000,00000000000000,003F000002C300,00000000000000,270FDD36950000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:01.546091+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,00008846000000,00000000000000,003F000002F200,00000000000000,270FDD36CB0000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:01.795122+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,00008846000000,00000000000000,003F000002F200,00000000000000,270FDD36CB0000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:02.042479+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,00008846000000,00000000000000,003F000002F200,00000000000000,270FDD36CB0000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:02.291166+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13300000000000,00008846000000,00000000000000,003F000002F200,00000000000000,270FDD36CB0000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:02.538896+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000887A000000,00000000000000,003F0000028600,00000000000000,270FDD36E60000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:02.787581+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000887A000000,00000000000000,003F0000028600,00000000000000,270FDD36E60000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:03.035340+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000887A000000,00000000000000,003F0000028600,00000000000000,270FDD36E60000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:03.284004+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000887A000000,00000000000000,003F0000028600,00000000000000,270FDD36E60000,50322710148206,010700F800000B,00000000000000,00000000000000
2026-08-04T16:54:03.531735+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12E50000000000,00008837000000,00000000000000,003F000002BC00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:03.780423+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12E50000000000,00008837000000,00000000000000,003F000002BC00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:04.028154+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12E50000000000,00008837000000,00000000000000,003F000002BC00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:04.276938+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,12E50000000000,00008837000000,00000000000000,003F000002BC00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:04.524610+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000889F000000,00000000000000,003F0000029A00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:04.773259+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000889F000000,00000000000000,003F0000029A00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:05.020998+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000889F000000,00000000000000,003F0000029A00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:05.269676+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,13170000000000,0000889F000000,00000000000000,003F0000029A00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:05.517438+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000889C000000,00000000000000,003F0000028900,00000000000000,270FDD36CB0000,50322710148206,010400F800000B,00000000000000,00000000000000
2026-08-04T16:54:05.766095+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000889C000000,00000000000000,003F0000028900,00000000000000,270FDD36CB0000,50322710148206,010400F800000B,00000000000000,00000000000000
2026-08-04T16:54:06.013832+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000889C000000,00000000000000,003F0000028900,00000000000000,270FDD36CB0000,50322710148206,010400F800000B,00000000000000,00000000000000
2026-08-04T16:54:06.262512+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E380000000000,0000889C000000,00000000000000,003F0000028900,00000000000000,270FDD36CB0000,50322710148206,010400F800000B,00000000000000,00000000000000
2026-08-04T16:54:06.510366+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E070000000000,0000883E000000,00000000000000,003F0000026700,00000000000000,270FDD36950000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:06.758937+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E070000000000,0000883E000000,00000000000000,003F0000026700,00000000000000,270FDD36950000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:07.006750+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E070000000000,0000883E000000,00000000000000,003F0000026700,00000000000000,270FDD36950000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:07.255354+00:00,1A0,True,14,03010100000000,80000000000000,000092FD000000,00000000000000,0E070000000000,0000883E000000,00000000000000,003F0000026700,00000000000000,270FDD36950000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:07.503090+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13300000000000,00008831000000,00000000000000,003F000002A700,00000000000000,270FDD360E0000,50322710148206,011300F800000B,00000000000000,00000000000000
2026-08-04T16:54:07.751774+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13300000000000,00008831000000,00000000000000,003F000002A700,00000000000000,270FDD360E0000,50322710148206,011300F800000B,00000000000000,00000000000000
2026-08-04T16:54:07.999508+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13300000000000,00008831000000,00000000000000,003F000002A700,00000000000000,270FDD360E0000,50322710148206,011300F800000B,00000000000000,00000000000000
2026-08-04T16:54:08.248192+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13300000000000,00008831000000,00000000000000,003F000002A700,00000000000000,270FDD360E0000,50322710148206,011300F800000B,00000000000000,00000000000000
2026-08-04T16:54:08.495927+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,0000881B000000,00000000000000,003F0000026500,00000000000000,270FDD36B00000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:08.744621+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,0000881B000000,00000000000000,003F0000026500,00000000000000,270FDD36B00000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:08.992345+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,0000881B000000,00000000000000,003F0000026500,00000000000000,270FDD36B00000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:09.241040+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,0000881B000000,00000000000000,003F0000026500,00000000000000,270FDD36B00000,50322710148206,011100F800000B,00000000000000,00000000000000
2026-08-04T16:54:09.488769+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,0E380000000000,00008831000000,00000000000000,00400000025A00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:09.737455+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,0E380000000000,00008831000000,00000000000000,00400000025A00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:09.985186+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,0E380000000000,00008831000000,00000000000000,00400000025A00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:10.233874+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,0E380000000000,00008831000000,00000000000000,00400000025A00,00000000000000,270FDD36B00000,50322710148206,010B00F800000B,00000000000000,00000000000000
2026-08-04T16:54:10.481633+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,000087F5000000,00000000000000,0040000002AD00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:10.730294+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,000087F5000000,00000000000000,0040000002AD00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:10.978026+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,000087F5000000,00000000000000,0040000002AD00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:11.226721+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13170000000000,000087F5000000,00000000000000,0040000002AD00,00000000000000,270FDD36B00000,50322710148206,010C00F800000B,00000000000000,00000000000000
2026-08-04T16:54:11.474482+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13490000000000,00008838000000,00000000000000,0040000002D000,00000000000000,270FDD36440000,50322710148206,010400F800000B,00000000000000,00000000000000
2026-08-04T16:54:11.723139+00:00,1A0,True,14,03010100000000,80000000000000,000092FE000000,00000000000000,13490000000000,00008838000000,00000000000000,0040000002D000,00000000000000,270FDD36440000,50322710148206,010400F800000B,00000000000000,00000000000000
