timestamp,id,complete,frame_count,rec_00,rec_01,rec_FF
2026-08-04T16:54:00.206207+00:00,1F0,True,3,17000203000000,77010000000000,17000003000000
2026-08-04T16:54:18.177116+00:00,1F0,True,3,17000203000000,77010000000000,17000003000000
